Dates, Fed Funds , CPI , NROU , AAA , dependency ratio , birth , labour prod , tfp , private credit , LW , HLW , E1Y_CPI , Money Market Funds , FED total assets , Balance Sheet - Total Assets ,Federal Debt,safe_assets
2017-04-01, 0.0104 , 0.019019910 , 0.04620574 , 0.0385 , 0.67929 , 11.5900 , 99.492 , 13.8238035864 , 1.9133174793 , 0.0114636946 , 0.0084400716 , 0.0156480634 ," 2,892,645 "," 4,471,341.00000 "," 17,069,493.576 ",102.08817,-15436
2017-07-01, 0.0115 , 0.019669250 , 0.04612839 , 0.0363 , 0.68075 , 11.5230 , 100.283 , 13.8608229318 , 1.8857249921 , 0.0118268986 , 0.0087530213 , 0.0171215951 ," 3,029,916 "," 4,463,849.46154 "," 17,242,501.094 ",102.80463,24928
2017-10-01, 0.0130 , 0.021175580 , 0.04604940 , 0.0357 , 0.68221 , 11.4560 , 101.018 , 13.8978422771 , 1.8581325048 , 0.0136888389 , 0.0105796499 , 0.0206917502 ," 3,120,533 "," 4,452,972.00000 "," 17,415,409.638 ",102.27408,89124
2018-01-01, 0.0151 , 0.022141950 , 0.04596785 , 0.0382 , 0.68367 , 11.3890 , 101.399 , 13.9348616224 , 1.8305400176 , 0.0150109084 , 0.0118696511 , 0.0190489380 ," 3,067,973 "," 4,418,993.15385 "," 17,530,252.166 ",103.74395,784
2018-04-01, 0.0182 , 0.027118870 , 0.04588244 , 0.0396 , 0.68518 , 11.3340 , 101.395 , 13.9663436293 , 1.8601636193 , 0.0148609419 , 0.0115894006 , 0.0184679022 ," 3,092,120 "," 4,346,986.61538 "," 17,532,878.340 ",102.98411,80320
2018-07-01, 0.0195 , 0.026409400 , 0.04579183 , 0.0388 , 0.68668 , 11.2790 , 101.694 , 13.9978256362 , 1.8897872210 , 0.0142077165 , 0.0108992655 , 0.0212845808 ," 3,143,468 "," 4,243,144.30769 "," 17,672,831.760 ",103.44890,79704
2018-10-01, 0.0227 , 0.022031310 , 0.04569488 , 0.0414 , 0.68819 , 11.2240 , 101.518 , 14.0293076430 , 1.9194108228 , 0.0139148354 , 0.0103136734 , 0.0216701625 ," 3,289,687 "," 4,128,101.61538 "," 17,942,991.760 ",105.04941,-102060
2019-01-01, 0.0241 , 0.016449360 , 0.04559107 , 0.0379 , 0.68969 , 11.1690 , 102.380 , 14.0607896499 , 1.9490344245 , 0.0141432701 , 0.0102845421 , 0.0178943106 ," 3,483,726 "," 4,009,351.07692 "," 18,089,968.368 ",104.34017,131868
2019-04-01, 0.0238 , 0.018113760 , 0.04548072 , 0.0367 , 0.69095 , 11.0593 , 102.992 , 14.0920351825 , 2.0084123759 , 0.0154909566 , 0.0112638015 , 0.0203738030 ," 3,600,902 "," 3,881,489.30769 "," 18,265,869.890 ",102.92245,-18732
2019-07-01, 0.0204 , 0.017574880 , 0.04536518 , 0.0303 , 0.69221 , 10.9495 , 104.159 , 14.1232807150 , 2.0677903272 , 0.0164465929 , 0.0124082582 , 0.0171433646 ," 3,834,010 "," 3,795,757.53846 "," 18,481,914.694 ",104.61492,-11720
2019-10-01, 0.0155 , 0.020329140 , 0.04524682 , 0.0301 , 0.69346 , 10.8398 , 105.143 , 14.1545262476 , 2.1271682786 , 0.0162000010 , 0.0119866382 , 0.0170378442 ," 4,002,466 "," 4,037,312.23077 "," 18,645,728.253 ",105.78193,58216
2020-01-01, 0.0065 , 0.021186520 , 0.04512876 , 0.0294 , 0.69472 , 10.7300 , 104.856 , 14.1857717802 , 2.1865462299 , 0.0158774644 , 0.0121943228 , 0.0164596366 ," 4,727,179 "," 4,304,005.61538 "," 20,255,187.954 ",106.88595,11740
2020-04-01, 0.0008 , 0.003642956 , 0.04501435 , 0.0244 , 0.69586 , 10.7530 , 109.784 , 14.2582185739 , 2.1927330014 , 0.0155481655 , 0.0118681543 ,-0.0005035367 ," 5,087,590 "," 6,753,312.76923 "," 21,139,330.995 ",132.81490,698696
2020-07-01, 0.0009 , 0.012223860 , 0.04490658 , 0.0225 , 0.69701 , 10.7760 , 111.456 , 14.3306653676 , 2.1989197728 , 0.0161457680 , 0.0125725292 , 0.0158276440 ," 4,846,839 "," 6,996,256.21429 "," 21,209,356.274 ",124.26077,55044
2020-10-01, 0.0009 , 0.012394880 , 0.04480756 , 0.0230 , 0.69815 , 10.7990 , 110.589 , 14.4031121613 , 2.2051065443 , 0.0159765595 , 0.0123575543 , 0.0142002946 ," 4,765,920 "," 7,225,935.07692 "," 21,868,753.531 ",125.73334,242488
2021-01-01, 0.0007 , 0.018985140 , 0.04471938 , 0.0270 , 0.69929 , 10.8220 , 111.460 , 14.4755589550 , 2.2112933158 , 0.0171811673 , 0.0135439690 , 0.0151383809 ," 4,979,998 "," 7,517,578.61538 "," 22,546,903.899 ",124.16837,152472
2021-04-01, 0.0008 , 0.048489450 , 0.04464050 , 0.0290 , 0.70084 , 10.8618 , 111.503 , 14.4471963933 , 2.1329543610 , 0.0181173269 , 0.0139139271 , 0.0186820734 ," 5,015,397 "," 7,900,326.53846 "," 22,774,410.779 ",122.08313,811380
2021-07-01, 0.0008 , 0.053356930 , 0.04457080 , 0.0255 , 0.70238 , 10.9015 , 110.813 , 14.4188338315 , 2.0546154063 , 0.0180199469 , 0.0135207262 , 0.0246241259 ," 5,019,225 "," 8,309,389.38462 "," 23,251,914.571 ",118.84010,333280
2021-10-01, 0.0008 , 0.066891060 , 0.04450926 , 0.0265 , 0.70393 , 10.9413 , 111.580 , 14.3904712697 , 1.9762764516 , 0.0205081303 , 0.0159049241 , 0.0247984050 ," 5,205,455 "," 8,636,951.84615 "," 23,719,751.660 ",119.53493,271452
2022-01-01, 0.0020 , 0.079667070 , 0.04445479 , 0.0325 , 0.70547 , 10.9810 , 110.148 , 14.3621087080 , 1.8979374969 , 0.0175794488 , 0.0131456754 , 0.0262741883 ," 5,090,707 "," 8,887,832.69231 "," 23,973,189.383 ",120.56462,211084
2022-04-01, 0.0121 , 0.086356120 , 0.04440633 , 0.0413 , 0.70725 , 10.8978 , 109.321 , 14.4010078083 , 1.9108191891 , 0.0146211647 , 0.0110237515 , 0.0363465785 ," 5,032,439 "," 8,934,916.23077 "," 23,717,733.007 ",118.45629,696656
2022-07-01, 0.0256 , 0.083294750 , 0.04436299 , 0.0407 , 0.70903 , 10.8145 , 109.269 , 14.4399069086 , 1.9237008813 , 0.0159530545 , 0.0118956929 , 0.0337713165 ," 5,084,242 "," 8,855,808.69231 "," 23,630,517.424 ",117.72571,190168
2022-10-01, 0.0410 , 0.071016720 , 0.04432398 , 0.0490 , 0.71081 , 10.7313 , 110.041 , 14.4788060090 , 1.9365825735 , 0.0154975903 , 0.0113124200 , 0.0288195932 ," 5,223,061 "," 8,650,315.69231 "," 23,598,329.574 ",117.52586,160776
2023-01-01, 0.0465 , 0.058047700 , 0.04428862 , 0.0456 , 0.71259 , 10.6480 , 110.130 , 14.5177051093 , 1.9494642657 , 0.0153915341 , 0.0106711608 ,," 5,692,567 "," 8,490,195.69231 "," 23,719,495.752 ",115.80777,198968
2023-04-01, 0.0508 , 0.039742920 , 0.04425628 , 0.0465 , 0.71259 , 10.6480 , 111.135 , 14.5177051093 , 1.9494642657 , 0.0137943140 , 0.0089180730 ,," 5,917,351 "," 8,474,593.38462 "," 23,461,182.164 ",117.76969,137964
2023-07-01, 0.0533 , 0.035142900 , 0.04422617 , 0.0495 , 0.71259 , 10.6480 , 112.180 , 14.5177051093 , 1.9494642657 , 0.0126502080 , 0.0085388904 ,," 6,142,962 "," 8,166,192.00000 "," 23,408,675.429 ",118.59158,116688
2023-10-01, 0.0533 , 0.032434010 , 0.04419751 , 0.0528 , 0.71259 , 10.6480 , 113.053 , 14.5177051093 , 1.9494642657 , 0.0116364938 , 0.0076290415 ,," 6,357,551 "," 7,831,686.76923 "," 23,666,557.141 ",120.15950,
